file,t,k,s
Benchmarks/NotificationServiceImpl2.sk_10_36.cnf, 543, 12, 367
Benchmarks/109.sk_4_36.cnf, 1355, 6, 446
Benchmarks/Blasted_Real/blasted_case104.cnf, 3666, 3, 981
Benchmarks/V3/s5378a_3_2.cnf, 3432, 3, 22
Benchmarks/V7/s5378a_7_4.cnf, 3452, 3, 31
Benchmarks/FMEasy/freebsd-icse11.cnf, 236, 20, 33794
Benchmarks/V15/s5378a_15_7.cnf, 3523, 3, 67
Benchmarks/51.sk_4_38.cnf, 1440, 6, 427
Benchmarks/32.sk_4_38.cnf, 1215, 6, 328
Benchmarks/Blasted_Real/blasted_TR_ptb_2_linear.cnf, 3857, 3, 1677
Benchmarks/Blasted_Real/blasted_case141.cnf, 4155, 3, 753
Benchmarks/Blasted_Real/blasted_case_0_b12_even3.cnf, 4157, 3, 915
Benchmarks/Blasted_Real/blasted_case_1_b12_even3.cnf, 4157, 3, 915
Benchmarks/Blasted_Real/blasted_case_2_b12_even3.cnf, 4157, 3, 915
Benchmarks/Blasted_Real/blasted_squaring40.cnf, 4154, 3, 3128
Benchmarks/Blasted_Real/blasted_squaring42.cnf, 4154, 3, 3128
Benchmarks/Blasted_Real/blasted_squaring41.cnf, 4166, 3, 3128
Benchmarks/70.sk_3_40.cnf, 1358, 6, 415
Benchmarks/ProcessBean.sk_8_64.cnf, 277, 17, 150
Benchmarks/35.sk_3_52.cnf, 76, 24, 241
Benchmarks/56.sk_6_38.cnf, 1763, 6, 441
Benchmarks/80.sk_2_48.cnf, 1572, 6, 381
Benchmarks/Blasted_Real/blasted_squaring60.cnf, 5040, 3, 2276
Benchmarks/71.sk_3_65.cnf, 105, 24, 247
Benchmarks/79.sk_4_40.cnf, 475, 12, 550
Benchmarks/V3/s9234a_3_2.cnf, 5957, 3, 66
Benchmarks/V7/s9234a_7_4.cnf, 5977, 3, 66
Benchmarks/V15/s9234a_15_7.cnf, 6049, 3, 66
Benchmarks/FMEasy/busybox-1.18.0.cnf, 462, 16, 1559
Benchmarks/7.sk_4_50.cnf, 1602, 8, 475
Benchmarks/doublyLinkedList.sk_8_37.cnf, 2756, 7, 298
Benchmarks/57.sk_4_64.cnf, 312, 20, 561
Benchmarks/19.sk_3_48.cnf, 2313, 6, 618
Benchmarks/63.sk_3_64.cnf, 1946, 6, 680
Benchmarks/36.sk_3_77.cnf, 487, 12, 819
Benchmarks/LoginService.sk_20_34.cnf, 625, 14, 282
Benchmarks/Pollard.sk_1_10.cnf, 358, 24, 1022
Benchmarks/Blasted_Real/blasted_TR_b12_even2_linear.cnf, 8633, 3, 2173
Benchmarks/Blasted_Real/blasted_TR_b12_even3_linear.cnf, 8633, 3, 2173
Benchmarks/Blasted_Real/blasted_TR_b12_even7_linear.cnf, 8633, 3, 2173
Benchmarks/Blasted_Real/blasted_TR_b14_even3_linear.cnf, 8809, 3, 2437
Benchmarks/Blasted_Real/blasted_TR_b14_even_linear.cnf, 8809, 3, 2437
Benchmarks/29.sk_3_45.cnf, 626, 12, 767
Benchmarks/V3/s13207a_3_2.cnf, 8292, 3, 76
Benchmarks/V7/s13207a_7_4.cnf, 8312, 3, 76
Benchmarks/107.sk_3_90.cnf, 996, 11, 1239
Benchmarks/V15/s13207a_15_7.cnf, 8384, 3, 76
Benchmarks/17.sk_3_45.cnf, 188, 24, 514
Benchmarks/isolateRightmost.sk_7_481.cnf, 9477, 3, 676
Benchmarks/Blasted_Real/blasted_TR_b14_even2_linear.cnf, 10329, 3, 2837
Benchmarks/V3/s15850a_3_2.cnf, 10113, 3, 71
Benchmarks/81.sk_5_51.cnf, 923, 12, 960
Benchmarks/V7/s15850a_7_4.cnf, 10133, 3, 71
Benchmarks/V15/s15850a_15_7.cnf, 10205, 3, 71
Benchmarks/FMEasy/uClinux-config.cnf, 663, 16, 9430
Benchmarks/LoginService2.sk_23_36.cnf, 845, 16, 342
Benchmarks/sort.sk_8_52.cnf, 9619, 5, 248
Benchmarks/FMEasy/coreboot.cnf, 76, 143, 4441
Benchmarks/parity.sk_11_11.cnf, 1087, 17, 574
Benchmarks/77.sk_3_44.cnf, 253, 18, 525
Benchmarks/FMEasy/buildroot.cnf, 107, 88, 3337
Benchmarks/20.sk_1_51.cnf, 452, 26, 962
Benchmarks/84.sk_4_77.cnf, 382, 24, 1426
Benchmarks/enqueueSeqSK.sk_10_42.cnf, 3293, 10, 291
Benchmarks/V3/s35932_3_2.cnf, 16073, 3, 2898
Benchmarks/tutorial2.sk_3_4.cnf, 15167, 3, 355
Benchmarks/V7/s35932_7_4.cnf, 16093, 3, 2898
Benchmarks/V15/s35932_15_7.cnf, 16165, 3, 2898
Benchmarks/110.sk_3_88.cnf, 658, 18, 1427
Benchmarks/logcount.sk_16_86.cnf, 1192, 17, 903
Benchmarks/karatsuba.sk_7_41.cnf, 18618, 3, 663
Benchmarks/54.sk_12_97.cnf, 2724, 10, 1088
Benchmarks/V3/s38584_3_2.cnf, 21746, 3, 179
Benchmarks/V7/s38584_7_4.cnf, 21766, 3, 179
Benchmarks/V15/s38584_15_7.cnf, 21838, 3, 179
Benchmarks/FMEasy/2.6.28.6-icse11.cnf, 407, 98, 197510
Benchmarks/V3/s38417_3_2.cnf, 22967, 3, 100
Benchmarks/V7/s38417_7_4.cnf, 22987, 3, 100
Benchmarks/V15/s38417_15_7.cnf, 23059, 3, 100
Benchmarks/30.sk_5_76.cnf, 954, 22, 1821
Benchmarks/signedAvg.sk_8_1020.cnf, 10638, 5, 261
Benchmarks/FMEasy/freetz.cnf, 177, 71, 26433
Benchmarks/FMEasy/embtoolkit.cnf, 2988, 11, 106233
Benchmarks/SetTest.sk_9_21.cnf, 33028, 3, 1624
Benchmarks/xpose.sk_6_134.cnf, 2217, 33, 1023
Benchmarks/compress.sk_17_291.cnf, 3223, 17, 496
Benchmarks/listReverse.sk_11_43.cnf, 10375, 10, 508
Benchmarks/FMEasy/2.6.32-2var.cnf, 498, 131, 6167
Benchmarks/FMEasy/2.6.33.3-2var.cnf, 497, 133, 6408
Benchmarks/reverse.sk_11_258.cnf, 5715, 24, 10861
Benchmarks/lss.sk_6_7.cnf, 631, 19, 2354
Benchmarks/jburnim_morton.sk_13_530.cnf, 3531, 33, 1061
Benchmarks/partition.sk_22_155.cnf, 1222, 148, 9854
Benchmarks/log2.sk_72_391.cnf, 5767, 33, 9049
Benchmarks/diagStencil.sk_35_36.cnf, 276059, 3, 21458
Benchmarks/ConcreteRoleAffectationService.sk_119_273.cnf, 33723, 15, 3864
Benchmarks/diagStencilClean.sk_41_36.cnf, 326368, 3, 25111
Benchmarks/tutorial3.sk_4_31.cnf, 484878, 3, 55131
